state_fips,state,state_abbr,zipcode,county,city,County %,countyPop,statePop,pofHealth %,obesity %,crimes,unemployment %,preDeath
36,New york,NY,14424,Ontario,Canandaigua,0.564%,109777,19453561,13,32,153,3.9,6100
36,New york,NY,14814,Chemung,Big flats,0.429%,83456,19453561,18,35,193,4.2,8500
37,North carolina,NC,27006,Davie,Advance,0.409%,42846,10488084,18,38,148,3.4,7300
37,North carolina,NC,27007,Surry,Ararat,0.684%,71783,10488084,23,29,173,3.7,10000
37,North carolina,NC,27011,Yadkin,Boonville,0.359%,37667,10488084,22,34,255,3.4,9200
37,North carolina,NC,27016,Stokes,Danbury,0.435%,45591,10488084,20,35,217,3.6,8400
37,North carolina,NC,27202,Alamance,Altamahaw,1.616%,169509,10488084,21,38,382,3.8,8100
37,North carolina,NC,27212,Caswell,Blanch,0.216%,22604,10488084,23,23,255,4.5,10300
37,North carolina,NC,27214,Guilford,Browns summit,5.122%,537174,10488084,19,35,453,4.1,8000
37,North carolina,NC,27242,Moore,Eagle springs,0.962%,100880,10488084,17,26,155,3.8,7600
37,North carolina,NC,27343,Person,Semora,0.377%,39490,10488084,22,34,225,4.2,10000
37,North carolina,NC,27501,Harnett,Angier,1.296%,135976,10488084,21,35,243,4.6,8400
37,North carolina,NC,27502,Wake,Apex,10.600%,1111761,10488084,14,28,115,3.3,4700
37,North carolina,NC,27503,Durham,Bahama,3.065%,321488,10488084,17,28,666,3.4,6100
37,North carolina,NC,27504,Johnston,Benson,1.996%,209339,10488084,20,35,185,3.6,6700
37,North carolina,NC,27507,Granville,Bullock,0.576%,60443,10488084,21,37,293,3.4,7700
37,North carolina,NC,27536,Vance,Henderson,0.425%,44535,10488084,27,29,581,5.8,13200
37,North carolina,NC,27557,Nash,Middlesex,0.899%,94298,10488084,21,38,444,4.8,10000
37,North carolina,NC,27801,Edgecombe,Rocky mount,0.491%,51472,10488084,28,40,481,5.9,12800
37,North carolina,NC,27805,Bertie,Aulander,0.181%,18947,10488084,27,45,169,4.8,10000
37,North carolina,NC,27806,Beaufort,Aurora,0.448%,46994,10488084,22,45,298,4.6,10200
37,North carolina,NC,27812,Pitt,Bethel,1.723%,180742,10488084,20,39,414,4.2,7900
37,North carolina,NC,27818,Hertford,Como,0.226%,23677,10488084,27,49,304,5.2,9000
37,North carolina,NC,27820,Northampton,Conway,0.186%,19483,10488084,27,40,253,5.2,9700
37,North carolina,NC,27823,Halifax,Enfield,0.477%,50010,10488084,29,42,461,5.7,11400
37,North carolina,NC,27824,Hyde,Middletown,0.047%,4937,10488084,24,34,461,8.6,9300
37,North carolina,NC,27909,Pasquotank,Elizabeth city,0.380%,39824,10488084,21,42,382,4.6,8800
37,North carolina,NC,27915,Dare,Avon,0.353%,37009,10488084,15,28,247,4.7,6900
37,North carolina,NC,27916,Currituck,Aydlett,0.265%,27763,10488084,17,30,171,3.6,6900
37,North carolina,NC,27919,Perquimans,Belvidere,0.128%,13463,10488084,21,34,151,5,8000
37,North carolina,NC,27925,Tyrrell,Columbia,0.038%,4016,10488084,28,24,211,5.9,6300
37,North carolina,NC,27926,Gates,Corapeake,0.110%,11562,10488084,19,49,211,4.1,12800
37,North carolina,NC,27932,Chowan,Edenton,0.133%,13943,10488084,23,45,454,4.7,11300
37,North carolina,NC,28001,Stanly,Albemarle,0.599%,62806,10488084,20,28,266,3.7,10200
37,North carolina,NC,28006,Gaston,Alexis,2.141%,224529,10488084,21,29,390,3.9,9200
37,North carolina,NC,28007,Anson,Ansonville,0.233%,24446,10488084,26,41,428,4.2,11600
37,North carolina,NC,28018,Rutherford,Bostic,0.639%,67029,10488084,22,33,196,4.9,9000
37,North carolina,NC,28025,Cabarrus,Concord,2.064%,216453,10488084,17,34,117,3.6,6800
37,North carolina,NC,28031,Mecklenburg,Cornelius,10.587%,1110356,10488084,15,29,584,3.6,5800
37,North carolina,NC,28115,Iredell,Mooresville,1.733%,181806,10488084,17,35,254,3.6,7300
37,North carolina,NC,28318,Sampson,Autryville,0.606%,63531,10488084,27,39,227,3.9,9000
37,North carolina,NC,28320,Bladen,Bladenboro,0.312%,32722,10488084,26,49,224,4.8,10300
37,North carolina,NC,28325,Duplin,Calypso,0.560%,58741,10488084,29,36,236,4.1,8200
37,North carolina,NC,28340,Robeson,Mcdonald,1.245%,130625,10488084,31,39,461,5.4,13400
37,North carolina,NC,28376,Hoke,Raeford,0.527%,55234,10488084,24,37,124,4.9,9100
37,North carolina,NC,28401,New Hanover,Cape fear,2.236%,234473,10488084,16,29,447,3.6,7100
37,North carolina,NC,28420,Brunswick,Ash,1.362%,142820,10488084,17,31,141,5.2,8500
37,North carolina,NC,28421,Pender,Atkinson,0.601%,63060,10488084,18,29,150,3.9,8900
37,North carolina,NC,28423,Columbus,Bolton,0.529%,55508,10488084,26,45,388,4.9,11400
37,North carolina,NC,28445,Onslow,Surf city,1.887%,197938,10488084,20,29,209,4.6,8200
37,North carolina,NC,28501,Lenoir,Kinston,0.533%,55949,10488084,26,37,753,3.8,11100
37,North carolina,NC,28510,Pamlico,Arapahoe,0.121%,12726,10488084,21,38,165,3.8,10800
37,North carolina,NC,28511,Carteret,Atlantic,0.662%,69473,10488084,17,34,165,4.2,8500
37,North carolina,NC,28519,Craven,Bridgeton,0.974%,102139,10488084,19,30,249,4.1,9600
37,North carolina,NC,28601,Catawba,Hickory,1.521%,159551,10488084,19,32,267,3.6,8000
37,North carolina,NC,28604,Avery,Banner elk,0.167%,17557,10488084,21,24,174,3.7,7600
37,North carolina,NC,28605,Watauga,Blowing rock,0.536%,56177,10488084,19,21,121,3.5,5600
37,North carolina,NC,28615,Ashe,Creston,0.259%,27203,10488084,19,26,81,3.7,6600
37,North carolina,NC,28623,Alleghany,Ennice,0.106%,11137,10488084,25,30,140,4.8,9100
37,North carolina,NC,28701,Buncombe,Alexander,2.490%,261191,10488084,16,24,263,3,7400
37,North carolina,NC,28702,Swain,Almond,0.136%,14271,10488084,25,28,195,4,14600
37,North carolina,NC,28708,Transylvania,Balsam grove,0.328%,34385,10488084,18,25,131,3.7,7100
37,North carolina,NC,28714,Yancey,Burnsville,0.172%,18069,10488084,21,24,43,3.8,6600
37,North carolina,NC,28716,Haywood,Canton,0.594%,62317,10488084,17,33,278,3.4,8900
37,North carolina,NC,28752,McDowell,Marion,0.436%,45756,10488084,21,40,158,3.8,8600
38,North dakota,ND,58009,Traill,Blanchard,1.055%,8036,762062,14,39,99,2.6,5400
38,North dakota,ND,58013,Sargent,Cayuga,0.512%,3898,762062,14,34,91,1.8,5400
38,North dakota,ND,58027,Ransom,Enderlin,0.685%,5218,762062,15,33,129,1.7,9200
38,North dakota,ND,58031,Barnes,Fingal,1.367%,10415,762062,15,35,181,3,7200
38,North dakota,ND,58201,Grand Forks,Grand forks,9.114%,69451,762062,16,32,243,2.1,6800
38,North dakota,ND,58210,Walsh,Adams,1.396%,10641,762062,17,35,165,3.3,7300
38,North dakota,ND,58216,Pembina,Bathgate,0.892%,6801,762062,15,41,86,3.5,8300
38,North dakota,ND,58239,Cavalier,Hannah,0.494%,3762,762062,14,32,79,2.8,8300
38,North dakota,ND,58310,Rolette,Agate,1.860%,14176,762062,29,46,41,8.2,14000
38,North dakota,ND,58317,Towner,Bisbee,0.287%,2189,762062,17,30,41,2.8,14000
38,North dakota,ND,58318,Bottineau,Bottineau,0.824%,6282,762062,15,36,82,3.3,10700
38,North dakota,ND,58332,Benson,Fillmore,0.897%,6832,762062,28,42,29,4.2,17900
38,North dakota,ND,58401,Stutsman,Eldridge,2.717%,20704,762062,15,33,285,2.3,6100
38,North dakota,ND,58415,LaMoure,Berlin,0.531%,4046,762062,16,32,49,2.1,6100
38,North dakota,ND,58416,Griggs,Binford,0.293%,2231,762062,14,35,44,2.5,6100
38,North dakota,ND,58421,Foster,Bordulac,0.421%,3210,762062,14,41,19,2.7,6100
38,North dakota,ND,58428,Kidder,Dawson,0.325%,2480,762062,17,37,63,4,6100
38,North dakota,ND,58436,Dickey,Ellendale,0.639%,4872,762062,14,36,69,1.9,6100
38,North dakota,ND,58477,Burleigh,Regan,12.548%,95626,762062,12,32,250,2.4,5400
38,North dakota,ND,58524,Emmons,Braddock,0.425%,3241,762062,17,28,59,4.1,5400
38,North dakota,ND,58530,Oliver,Fort clark,0.257%,1959,762062,15,31,54,3.7,5400
38,North dakota,ND,58620,Slope,Amidon,0.098%,750,762062,14,28,0,2.3,5400
38,North dakota,ND,58623,Bowman,Bowman,0.397%,3024,762062,14,23,108,1.6,5400
38,North dakota,ND,58625,Dunn,Dodge,0.581%,4424,762062,15,38,186,1.6,8200
38,North dakota,ND,58627,Billings,Gorham,0.122%,928,762062,14,30,54,2.6,8200
38,North dakota,ND,58634,McKenzie,Grassy butte,1.971%,15024,762062,16,34,369,1.6,8600
38,North dakota,ND,58646,Hettinger,Burt,0.328%,2499,762062,17,29,37,2,8600
38,North dakota,ND,58701,Ward,Minot,8.876%,67641,762062,14,34,256,2.5,5500
38,North dakota,ND,58730,Divide,Crosby,0.297%,2264,762062,16,33,0,1.4,5500
38,North dakota,ND,58755,Williams,Mcgregor,4.933%,37589,762062,15,38,373,1.8,7800
38,North dakota,ND,58763,Mountrail,Charlson,1.384%,10545,762062,17,39,165,1.4,14100
39,Ohio,OH,43001,Licking,Alexandria,1.513%,176862,11689100,17,33,100,3.7,7200
39,Ohio,OH,43101,Ross,Adelphi,0.656%,76666,11689100,22,39,247,4.2,9600
39,Ohio,OH,43103,Pickaway,Ashville,0.500%,58457,11689100,19,35,127,4,9200
39,Ohio,OH,43111,Hocking,Carbon hill,0.242%,28264,11689100,19,40,110,4.6,9600
39,Ohio,OH,43315,Morrow,Cardington,0.302%,35328,11689100,19,39,61,4.1,7800
39,Ohio,OH,43316,Wyandot,Carey,0.186%,21772,11689100,18,34,93,3.1,8300
39,Ohio,OH,43402,Wood,Bowling green,1.119%,130817,11689100,17,35,77,3.7,5600
39,Ohio,OH,43407,Sandusky,Burgoon,0.501%,58518,11689100,19,35,185,4.3,8700
39,Ohio,OH,43512,Defiance,Defiance,0.326%,38087,11689100,18,39,124,4.2,7700
39,Ohio,OH,43701,Muskingum,Sonora,0.738%,86215,11689100,21,38,183,4.9,9600
39,Ohio,OH,43713,Belmont,Somerton,0.573%,67006,11689100,19,35,137,5.6,8400
39,Ohio,OH,43722,Guernsey,Buffalo,0.333%,38875,11689100,22,36,137,5.5,10000
39,Ohio,OH,43811,Coshocton,Conesville,0.313%,36600,11689100,22,38,107,5.8,8800
39,Ohio,OH,43832,Tuscarawas,Newcomerstown,0.787%,91987,11689100,20,35,47,4.3,7500
39,Ohio,OH,43920,Columbiana,Calcutta,0.872%,101883,11689100,21,36,58,4.8,8700
39,Ohio,OH,44001,Lorain,South amherst,2.651%,309833,11689100,18,36,164,4.3,7900
39,Ohio,OH,44003,Ashtabula,Andover,0.832%,97241,11689100,23,37,135,4.8,10000
39,Ohio,OH,44017,Cuyahoga,Berea,10.566%,1235072,11689100,19,32,646,4.2,8900
39,Ohio,OH,44021,Geauga,Burton,0.801%,93649,11689100,15,26,36,3.5,5300
39,Ohio,OH,44201,Portage,Atwater,1.390%,162466,11689100,17,28,117,4.2,7200
39,Ohio,OH,44212,Medina,Brunswick,1.538%,179746,11689100,14,27,57,3.4,5600
39,Ohio,OH,44401,Mahoning,Berlin center,1.956%,228683,11689100,20,33,279,5.7,9300
39,Ohio,OH,44402,Trumbull,Bristolville,1.694%,197974,11689100,21,39,237,6.1,10600
39,Ohio,OH,44805,Ashland,Ashland,0.458%,53484,11689100,19,35,103,4.2,7400
39,Ohio,OH,45003,Preble,College corner,0.350%,40882,11689100,18,37,74,3.8,9800
39,Ohio,OH,45102,Clermont,Amelia,1.766%,206428,11689100,17,38,111,3.7,8000
39,Ohio,OH,45123,Highland,Greenfield,0.369%,43161,11689100,22,35,92,5.2,9700
39,Ohio,OH,45303,Darke,Ansonia,0.437%,51113,11689100,18,37,114,3.7,8900
39,Ohio,OH,45614,Gallia,Bidwell,0.256%,29898,11689100,23,41,136,5.4,12800
39,Ohio,OH,45622,Vinton,Creola,0.112%,13085,11689100,24,42,114,5.6,10700
39,Ohio,OH,45629,Scioto,Franklin furnace,0.644%,75314,11689100,24,39,188,6.3,14100
39,Ohio,OH,45701,Athens,Athens,0.559%,65327,11689100,21,35,112,5.3,7200
39,Ohio,OH,45741,Meigs,Dexter,0.196%,22907,11689100,23,41,162,6.9,11500
39,Ohio,OH,45819,Auglaize,Buckland,0.391%,45656,11689100,16,35,58,3,5700
39,Ohio,OH,45832,Van Wert,Convoy,0.242%,28275,11689100,19,40,137,3.3,7400
40,Oklahoma,OK,73003,Oklahoma,Edmond,20.153%,797434,3956971,21,33,598,3.1,8800
40,Oklahoma,OK,73005,Caddo,Anadarko,0.727%,28762,3956971,25,43,259,3.6,11500
40,Oklahoma,OK,73010,McClain,Blanchard,1.023%,40474,3956971,18,36,128,2.7,8700
40,Oklahoma,OK,73014,Canadian,Calumet,3.748%,148306,3956971,17,36,432,2.9,6700
40,Oklahoma,OK,73016,Kingfisher,Cashion,0.398%,15765,3956971,20,38,100,2,7800
40,Oklahoma,OK,73021,Washita,Colony,0.276%,10916,3956971,19,34,330,3.4,12000
40,Oklahoma,OK,73052,Garvin,Lindsay,0.700%,27711,3956971,24,32,260,3.2,12300
40,Oklahoma,OK,73430,Love,Burneyville,0.259%,10253,3956971,23,27,101,2.3,11300
40,Oklahoma,OK,73530,Tillman,Davidson,0.183%,7250,3956971,26,46,246,3.7,8700
40,Oklahoma,OK,73531,Cotton,Devol,0.143%,5666,3956971,23,33,25,3.2,10800
40,Oklahoma,OK,73544,Harmon,Gould,0.067%,2653,3956971,24,27,321,2.9,15000
40,Oklahoma,OK,73547,Greer,Granite,0.144%,5712,3956971,25,26,107,4.2,7300
40,Oklahoma,OK,73627,Beckham,Carter,0.552%,21859,3956971,21,34,177,3.2,11600
40,Oklahoma,OK,73628,Roger Mills,Strong city,0.091%,3583,3956971,21,30,172,3,11600
40,Oklahoma,OK,73654,Dewey,Leedey,0.124%,4891,3956971,21,33,41,2.1,11100
40,Oklahoma,OK,73716,Alfalfa,Aline,0.144%,5702,3956971,19,40,136,2.1,7700
40,Oklahoma,OK,73717,Woods,Alva,0.222%,8793,3956971,18,40,92,2.1,9900
40,Oklahoma,OK,73718,Major,Ames,0.193%,7629,3956971,19,43,39,2.1,11400
40,Oklahoma,OK,73801,Woodward,Woodward,0.511%,20211,3956971,20,32,233,2.9,8300
40,Oklahoma,OK,73844,Beaver,Gate,0.134%,5311,3956971,21,32,55,2,9300
40,Oklahoma,OK,73933,Cimarron,Boise city,0.054%,2137,3956971,22,27,134,1.7,9300
40,Oklahoma,OK,74008,Tulsa,Bixby,16.466%,651552,3956971,20,31,685,3.2,8500
40,Oklahoma,OK,74010,Creek,Bristow,1.807%,71522,3956971,22,35,215,3.7,10300
40,Oklahoma,OK,74014,Wagoner,Broken arrow,2.054%,81289,3956971,19,38,241,3.1,7300
40,Oklahoma,OK,74015,Rogers,Catoosa,2.337%,92459,3956971,18,36,215,3.1,6500
40,Oklahoma,OK,74023,Payne,Cushing,2.067%,81784,3956971,20,32,280,2.9,7300
40,Oklahoma,OK,74027,Nowata,Delaware,0.255%,10076,3956971,23,43,223,3.5,8700
40,Oklahoma,OK,74047,Okmulgee,Mounds,0.972%,38465,3956971,25,35,311,4.9,12600
40,Oklahoma,OK,74301,Craig,Vinita,0.357%,14142,3956971,25,33,126,3.6,11300
40,Oklahoma,OK,74330,Mayes,Adair,1.039%,41100,3956971,24,38,288,3.1,10900
40,Oklahoma,OK,74401,Muskogee,Muskogee,1.718%,67997,3956971,25,40,717,3.9,11600
40,Oklahoma,OK,74425,Pittsburg,Canadian,1.103%,43654,3956971,23,35,226,4.2,13100
40,Oklahoma,OK,74435,Sequoyah,Gore,1.051%,41569,3956971,28,34,334,4.1,11100
40,Oklahoma,OK,74521,Pushmataha,Albion,0.280%,11096,3956971,25,31,207,5,10000
40,Oklahoma,OK,74525,Atoka,Atoka,0.348%,13758,3956971,25,31,105,4.3,9600
40,Oklahoma,OK,74531,Hughes,Calvin,0.336%,13279,3956971,27,36,146,4.9,11600
40,Oklahoma,OK,74534,Coal,Centrahoma,0.139%,5495,3956971,26,29,96,3.9,15300
40,Oklahoma,OK,74545,Latimer,Gowen,0.255%,10073,3956971,24,37,214,6.3,10100
40,Oklahoma,OK,74571,Le Flore,Talihina,1.260%,49853,3956971,26,39,255,4.7,11700
40,Oklahoma,OK,74601,Kay,Ponca city,1.100%,43538,3956971,23,40,567,4.3,11100
40,Oklahoma,OK,74722,McCurtain,Battiest,0.830%,32832,3956971,28,38,235,5.7,12700
40,Oklahoma,OK,74829,Okfuskee,Boley,0.303%,11993,3956971,28,59,265,4.6,15600
41,Oregon,OR,97001,Wasco,Antelope,0.633%,26682,4217737,21,28,159,4.1,7900
41,Oregon,OR,97004,Clackamas,Beavercreek,9.915%,418187,4217737,15,28,160,3.4,5100
41,Oregon,OR,97014,Hood River,Bonneville,0.554%,23382,4217737,20,30,147,3.2,4200
41,Oregon,OR,97019,Multnomah,Corbett,19.272%,812855,4217737,17,24,474,3.3,5900
41,Oregon,OR,97101,Yamhill,Amity,2.539%,107100,4217737,18,35,128,3.4,5800
41,Oregon,OR,97102,Clatsop,Arch cape,0.954%,40224,4217737,18,32,163,3.7,6900
41,Oregon,OR,97107,Tillamook,Bay city,0.641%,27036,4217737,19,38,97,3.9,6300
41,Oregon,OR,97425,Klamath,Cascade summit,1.618%,68238,4217737,21,30,218,6.2,9800
41,Oregon,OR,97497,Josephine,Sunny valley,2.074%,87487,4217737,22,32,223,5,9200
41,Oregon,OR,97701,Deschutes,Bend,4.687%,197692,4217737,15,26,169,3.9,4800
41,Oregon,OR,97710,Harney,Fields,0.175%,7393,4217737,20,32,230,5.3,8700
41,Oregon,OR,97751,Crook,Paulina,0.579%,24404,4217737,21,33,346,5.3,7100
41,Oregon,OR,97801,Umatilla,Pendleton,1.848%,77950,4217737,23,36,223,4.8,7300
41,Oregon,OR,97812,Gilliam,Arlington,0.045%,1912,4217737,19,31,0,3.7,7300
41,Oregon,OR,97828,Wallowa,Enterprise,0.171%,7208,4217737,17,27,0,5.8,7300
41,Oregon,OR,97901,Malheur,Adrian,0.725%,30571,4217737,26,40,226,4.1,7300
42,Pennsylvania,PA,15006,Allegheny,Bairdford,9.499%,1216045,12801989,16,29,395,4.1,7800
42,Pennsylvania,PA,15012,Westmoreland,Rostraver,2.725%,348899,12801989,15,30,169,4.5,8000
42,Pennsylvania,PA,15521,Bedford,Alum bank,0.374%,47888,12801989,19,31,80,4.7,8300
42,Pennsylvania,PA,15673,Armstrong,North apollo,0.506%,64735,12801989,19,44,108,5.1,9400
42,Pennsylvania,PA,15681,Indiana,Saltsburg,0.657%,84073,12801989,19,27,284,5,7700
42,Pennsylvania,PA,15714,Cambria,Barnesboro,1.017%,130192,12801989,19,29,169,5.3,9700
42,Pennsylvania,PA,15721,Clearfield,Burnside,0.619%,79255,12801989,21,43,266,5.2,8300
42,Pennsylvania,PA,15832,Cameron,Driftwood,0.035%,4447,12801989,19,24,126,6,8300
42,Pennsylvania,PA,16036,Clarion,Foxburg,0.300%,38438,12801989,19,32,128,4.9,7400
42,Pennsylvania,PA,16217,Forest,Cooksburg,0.057%,7247,12801989,23,29,468,6.8,5500
42,Pennsylvania,PA,16301,Venango,Oil city,0.396%,50668,12801989,19,36,135,4.9,8600
42,Pennsylvania,PA,16601,Blair,Altoona,0.952%,121829,12801989,18,32,224,4.5,8000
42,Pennsylvania,PA,16611,Huntingdon,Barree,0.353%,45144,12801989,19,32,182,5.9,7600
42,Pennsylvania,PA,16677,Centre,Sandy ridge,1.268%,162385,12801989,16,24,89,3.3,4000
42,Pennsylvania,PA,16720,Potter,Austin,0.129%,16526,12801989,20,33,222,5.9,8000
42,Pennsylvania,PA,17002,Mifflin,Allensville,0.360%,46138,12801989,21,35,131,4.7,7900
42,Pennsylvania,PA,17003,Lebanon,Annville,1.108%,141793,12801989,19,38,154,3.9,6900
42,Pennsylvania,PA,17005,Dauphin,Berrysburg,2.174%,278299,12801989,18,33,403,4,7600
42,Pennsylvania,PA,17017,Northumberland,Dalmatia,0.710%,90843,12801989,20,39,251,5.6,8700
42,Pennsylvania,PA,17021,Juniata,East waterford,0.193%,24763,12801989,20,30,85,4.4,6800
42,Pennsylvania,PA,17812,Snyder,Beaver springs,0.315%,40372,12801989,19,35,188,5.4,5200
42,Pennsylvania,PA,17821,Montour,Danville,0.142%,18230,12801989,17,33,277,3.6,7200
42,Pennsylvania,PA,17901,Schuylkill,Pottsville,1.104%,141359,12801989,20,37,319,5.4,9800
42,Pennsylvania,PA,18011,Lehigh,Alburtis,2.885%,369318,12801989,19,31,231,4.5,6400
42,Pennsylvania,PA,18056,Berks,Hereford,3.290%,421164,12801989,19,34,300,4.3,6700
42,Pennsylvania,PA,18077,Bucks,Riegelsville,4.908%,628270,12801989,13,28,96,3.8,6300
42,Pennsylvania,PA,18201,Luzerne,West hazleton,2.479%,317417,12801989,20,33,264,5.7,9000
42,Pennsylvania,PA,18403,Lackawanna,Eynon,1.638%,209674,12801989,18,29,213,4.9,8500
42,Pennsylvania,PA,18413,Susquehanna,Clifford,0.315%,40328,12801989,19,37,126,4.3,8000
42,Pennsylvania,PA,19087,Chester,Radnor,4.101%,524989,12801989,13,22,135,3.2,5000
42,Pennsylvania,PA,19102,Philadelphia,Philadelphia,12.374%,1584064,12801989,24,29,1001,5.5,10000
44,Rhode island,RI,2814,Providence,Chepachet,60.313%,638931,1059361,19,30,312,3.9,6400
44,Rhode island,RI,2835,Newport,Jamestown,7.748%,82082,1059361,12,25,164,3.1,5100
45,South carolina,SC,29001,Clarendon,Alcolu,0.655%,33745,5148714,25,41,455,3.9,11200
45,South carolina,SC,29003,Bamberg,Bamberg,0.273%,14066,5148714,25,40,419,5.6,13600
45,South carolina,SC,29006,Lexington,Batesburg,5.802%,298750,5148714,16,32,346,2.3,7600
45,South carolina,SC,29009,Kershaw,Bethune,1.293%,66551,5148714,19,38,349,3,8900
45,South carolina,SC,29018,Orangeburg,Bowman,1.674%,86175,5148714,24,41,501,4.8,12600
45,South carolina,SC,29037,Newberry,Chappells,0.747%,38440,5148714,22,36,290,2.7,8400
45,South carolina,SC,29056,Williamsburg,Greeleyville,0.590%,30368,5148714,27,46,531,4.6,15200
45,South carolina,SC,29069,Darlington,Lamar,1.294%,66618,5148714,23,37,676,3.4,12400
45,South carolina,SC,29082,Colleton,Lodge,0.732%,37677,5148714,25,40,808,3.2,13800
45,South carolina,SC,29101,Chesterfield,Mc bee,0.887%,45650,5148714,25,38,440,2.9,11300
45,South carolina,SC,29105,Aiken,Monetta,3.319%,170872,5148714,19,36,453,2.9,9500
45,South carolina,SC,29114,Florence,Olanta,2.686%,138293,5148714,21,39,560,2.9,11600
45,South carolina,SC,29138,Saluda,Saluda,0.398%,20473,5148714,22,39,312,2.7,7600
45,South carolina,SC,29301,Spartanburg,Spartanburg,6.211%,319785,5148714,19,35,419,2.6,9300
45,South carolina,SC,29401,Charleston,Charleston,7.990%,411406,5148714,14,29,426,2.3,7300
45,South carolina,SC,29430,Berkeley,Bethera,4.426%,227907,5148714,18,38,338,2.5,7300
45,South carolina,SC,29440,Georgetown,Georgetown,1.217%,62680,5148714,20,37,477,3.8,11300
45,South carolina,SC,29511,Horry,Aynor,6.877%,354081,5148714,18,33,569,3.6,9200
45,South carolina,SC,29512,Marlboro,Bennettsville,0.507%,26118,5148714,29,42,895,4.8,13300
45,South carolina,SC,29536,Dillon,Dillon,0.592%,30479,5148714,30,41,914,4.1,13000
45,South carolina,SC,29601,Greenville,Greenville,10.168%,523542,5148714,16,30,533,2.4,7400
45,South carolina,SC,29620,Abbeville,Abbeville,0.476%,24527,5148714,22,37,341,3.4,9800
45,South carolina,SC,29810,Allendale,Allendale,0.169%,8688,5148714,31,37,482,5.3,13400
45,South carolina,SC,29812,Barnwell,Barnwell,0.405%,20866,5148714,25,41,730,4.3,12400
45,South carolina,SC,29821,McCormick,Clarks hill,0.184%,9463,5148714,23,38,240,3.1,14900
45,South carolina,SC,29824,Edgefield,Edgefield,0.529%,27260,5148714,22,38,99,2.8,6900
45,South carolina,SC,29911,Hampton,Brunson,0.373%,19222,5148714,27,40,723,2.7,12300
46,South dakota,SD,56219,Roberts,,1.175%,10394,884659,20,41,126,4.3,13400
46,South dakota,SD,57002,Brookings,Aurora,3.965%,35077,884659,12,30,114,3.3,4200
46,South dakota,SD,57003,Minnehaha,Baltic,21.831%,193134,884659,13,31,403,2.9,6700
46,South dakota,SD,57012,McCook,Canistota,0.631%,5586,884659,13,35,27,2.9,8000
46,South dakota,SD,57017,Moody,Colman,0.743%,6576,884659,15,39,242,3.6,5700
46,South dakota,SD,57029,Hutchinson,Freeman,0.824%,7291,884659,14,34,28,3.1,6800
46,South dakota,SD,57031,Yankton,Gayville,2.579%,22814,884659,14,36,290,2.9,7800
46,South dakota,SD,57051,Kingsbury,Oldham,0.558%,4939,884659,13,29,290,3,7800
46,South dakota,SD,57059,Bon Homme,Scotland,0.780%,6901,884659,15,40,14,3.2,5500
46,South dakota,SD,57201,Codington,Watertown,3.166%,28009,884659,13,34,287,3.2,6300
46,South dakota,SD,57219,Day,Butler,0.613%,5424,884659,16,39,287,4.6,10200
46,South dakota,SD,57221,Hamlin,Bryant,0.697%,6164,884659,13,34,50,3.3,6100
46,South dakota,SD,57301,Davison,Loomis,2.235%,19775,884659,14,30,415,2.9,7200
46,South dakota,SD,57311,Hanson,Farmer,0.390%,3453,884659,12,25,29,4.7,7200
46,South dakota,SD,57312,Jerauld,Alpena,0.228%,2013,884659,14,24,0,2.8,7200
46,South dakota,SD,57314,Sanborn,Forestburg,0.265%,2344,884659,13,31,340,3.1,7200
46,South dakota,SD,57317,Gregory,Bonesteel,0.473%,4185,884659,16,27,340,3.5,7200
46,South dakota,SD,57321,Miner,Canova,0.250%,2216,884659,14,30,22,3.1,7200
46,South dakota,SD,57324,Beadle,Cavour,2.086%,18453,884659,16,37,258,3.2,7500
46,South dakota,SD,57325,Brule,Chamberlain,0.599%,5297,884659,16,35,662,3.1,6900
46,South dakota,SD,57329,Charles Mix,Dante,1.050%,9292,884659,20,41,161,3.7,13500
46,South dakota,SD,57362,Hand,Miller,0.361%,3191,884659,12,38,30,2.8,13500
46,South dakota,SD,57365,Lyman,Oacoma,0.427%,3781,884659,20,38,30,4.8,12400
46,South dakota,SD,57368,Aurora,Plankinton,0.311%,2751,884659,13,31,18,2.8,12400
46,South dakota,SD,57420,Walworth,Akaska,0.614%,5435,884659,14,29,261,5.5,6600
46,South dakota,SD,57424,Spink,Athol,0.721%,6376,884659,13,40,23,3.4,7600
46,South dakota,SD,57428,Edmunds,Bowdle,0.433%,3829,884659,13,32,25,3,7600
46,South dakota,SD,57435,Faulk,Cresbard,0.260%,2299,884659,13,40,0,3.3,7600
46,South dakota,SD,57520,Sully,Agar,0.157%,1391,884659,12,27,35,2.9,7600
46,South dakota,SD,57528,Tripp,Colome,0.615%,5441,884659,17,36,147,2.9,8600
46,South dakota,SD,57532,Stanley,Fort pierre,0.350%,3098,884659,11,26,135,3,8600
46,South dakota,SD,57551,Bennett,Vetal,0.380%,3365,884659,26,42,451,5.4,19600
46,South dakota,SD,57552,Haakon,Ottumwa,0.215%,1899,884659,17,29,451,2.9,19600
46,South dakota,SD,57560,Mellette,Norris,0.233%,2061,884659,30,40,191,5.7,20800
46,South dakota,SD,57621,Corson,Walker,0.462%,4086,884659,30,45,12,5.8,23800
46,South dakota,SD,57622,Ziebach,Cherry creek,0.312%,2756,884659,30,53,0,5.6,23800
